Ind,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,Prog,Url
1838,2023,Roma,Serie A,Leonardo Spinazzola,ITA,DF,29-234,1993,8.2,324,416,77.9,5702,1984,148,165,89.7,142,177,80.2,28,54,51.9,1,0.6,0.8,0.4,8,14,12,4,23,https://fbref.com/en/players/3626daea/Leonardo-Spinazzola
1839,2023,Roma,Serie A,Benjamin Tahirovic,SWE,MF,19-256,2003,0.2,14,15,93.3,276,40,5,5,100,6,7,85.7,3,3,100,0,0,0,0,1,0,1,1,0,https://fbref.com/en/players/eb3022c3/Benjamin-Tahirovic
1840,2023,Roma,Serie A,Matías Viña,URU,DF,25-005,1997,0.6,22,30,73.3,392,68,8,10,80,11,16,68.8,2,3,66.7,0,0.1,0,-0.1,1,3,0,0,0,https://fbref.com/en/players/08eb3b58/Matias-Vina
1841,2023,Roma,Serie A,Cristian Volpato,ITA,MF,18-364,2003,2.1,65,82,79.3,1160,352,29,32,90.6,25,29,86.2,10,17,58.8,1,1.2,0.3,-0.2,4,6,5,2,9,https://fbref.com/en/players/72f87f25/Cristian-Volpato
1842,2023,Roma,Serie A,Georginio Wijnaldum,NED,MF,32-003,1990,0.1,10,11,90.9,119,37,7,7,100,3,3,100,0,0,NA,0,0.1,0.1,-0.1,1,1,1,0,1,https://fbref.com/en/players/eb58eef0/Georginio-Wijnaldum
1843,2023,Roma,Serie A,Nicola Zalewski,POL,DF,20-295,2002,6.6,257,346,74.3,4504,1340,119,138,86.2,101,121,83.5,30,63,47.6,0,0.5,0.7,-0.5,4,20,10,2,24,https://fbref.com/en/players/45191c29/Nicola-Zalewski
1844,2023,Roma,Serie A,Nicolò Zaniolo,ITA,"MF,FW",23-135,1999,8.5,113,179,63.1,2029,452,54,75,72,44,63,69.8,14,25,56,0,0.9,0.6,-0.9,8,10,6,1,10,https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo
1845,2023,Salernitana,Serie A,Emil Bohinen,NOR,MF,23-247,1999,1.6,70,81,86.4,1042,259,38,42,90.5,28,32,87.5,2,2,100,0,0.1,0.1,-0.1,1,2,2,1,2,https://fbref.com/en/players/c83c203f/Emil-Bohinen
1846,2023,Salernitana,Serie A,Federico Bonazzoli,ITA,FW,25-177,1997,8.1,166,218,76.1,3118,579,78,91,85.7,57,70,81.4,26,35,74.3,1,0.8,0.5,0.2,6,20,4,0,14,https://fbref.com/en/players/bf57eaab/Federico-Bonazzoli
1847,2023,Salernitana,Serie A,Erik Botheim,NOR,FW,22-308,2000,3.7,54,85,63.5,707,146,28,41,68.3,17,25,68,2,3,66.7,1,1.3,0.3,-0.3,6,4,2,0,5,https://fbref.com/en/players/3d13d9e4/Erik-Botheim
1848,2023,Salernitana,Serie A,Domagoj Bradarić,CRO,DF,22-339,1999,5.6,205,262,78.2,3222,779,106,117,90.6,83,96,86.5,11,36,30.6,1,1.2,0.9,-0.2,5,8,5,3,11,https://fbref.com/en/players/8bbe2df5/Domagoj-Bradaric
1849,2023,Salernitana,Serie A,Dylan Bronn,TUN,DF,27-148,1995,10.9,517,616,83.9,9487,3875,214,235,91.1,244,268,91,51,89,57.3,0,0.4,0.8,-0.4,5,43,4,1,43,https://fbref.com/en/players/edd81e2a/Dylan-Bronn
1850,2023,Salernitana,Serie A,Antonio Candreva,ITA,"DF,MF",35-259,1987,12.9,539,731,73.7,9641,3489,263,287,91.6,211,279,75.6,56,125,44.8,1,1.8,2,-0.8,23,56,21,10,62,https://fbref.com/en/players/356c9002/Antonio-Candreva
1851,2023,Salernitana,Serie A,Lassana Coulibaly,MLI,MF,26-218,1996,12.9,389,459,84.7,6019,1793,189,211,89.6,168,186,90.3,14,29,48.3,1,0.8,0.7,0.2,9,40,5,0,43,https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly
1852,2023,Salernitana,Serie A,Flavius Daniliuc,AUT,DF,21-201,2001,9.4,455,513,88.7,9364,3458,138,147,93.9,248,267,92.9,63,86,73.3,1,0.1,0.1,0.9,2,32,0,0,31,https://fbref.com/en/players/7ef972c3/Flavius-Daniliuc
1853,2023,Salernitana,Serie A,Boulaye Dia,SEN,FW,25-363,1996,10.6,162,213,76.1,2477,450,85,105,81,57,69,82.6,9,14,64.3,2,1.1,0.6,0.9,13,8,9,2,10,https://fbref.com/en/players/244bc2c8/Boulaye-Dia
1854,2023,Salernitana,Serie A,Federico Fazio,ARG,DF,35-242,1987,9,342,436,78.4,6528,2662,120,144,83.3,170,192,88.5,44,81,54.3,0,0.1,0.1,-0.1,2,21,3,0,28,https://fbref.com/en/players/4e358a2d/Federico-Fazio
1855,2023,Salernitana,Serie A,Norbert Gyömbér,SVK,DF,30-134,1992,8.1,305,350,87.1,5662,2224,110,120,91.7,156,168,92.9,35,55,63.6,0,0,0.1,0,1,24,0,0,23,https://fbref.com/en/players/0be276c6/Norbert-Gyomber
1856,2023,Salernitana,Serie A,Grigoris Kastanos,CYP,"MF,DF",24-288,1998,2.9,82,113,72.6,1388,399,36,39,92.3,36,50,72,6,11,54.5,0,0.2,0.2,-0.2,5,10,2,0,9,https://fbref.com/en/players/2a82aa85/Grigoris-Kastanos
1857,2023,Salernitana,Serie A,Julian Kristoffersen,NOR,FW,25-188,1997,0.2,0,2,0,0,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b804c280/Julian-Kristoffersen
1858,2023,Salernitana,Serie A,Matteo Lovato,ITA,DF,22-273,2000,1.6,79,93,84.9,1506,572,24,24,100,50,59,84.7,5,9,55.6,0,0,0,0,0,5,0,0,3,https://fbref.com/en/players/5fa57166/Matteo-Lovato
1859,2023,Salernitana,Serie A,Giulio Maggiore,ITA,MF,24-247,1998,7.3,273,358,76.3,4772,1289,121,153,79.1,117,132,88.6,28,50,56,0,0.5,0.6,-0.5,3,30,11,0,35,https://fbref.com/en/players/957e4c87/Giulio-Maggiore
1860,2023,Salernitana,Serie A,Pasquale Mazzocchi,ITA,DF,27-110,1995,13.3,435,583,74.6,7209,2374,220,244,90.2,163,214,76.2,39,79,49.4,2,2.2,1.7,-0.2,26,27,16,9,25,https://fbref.com/en/players/eb0ec070/Pasquale-Mazzocchi
1861,2023,Salernitana,Serie A,Krzysztof Piątek,POL,FW,27-136,1995,7.5,130,171,76,1826,202,78,94,83,36,46,78.3,8,13,61.5,1,0.5,0.2,0.5,7,6,3,0,5,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek
1862,2023,Salernitana,Serie A,Lorenzo Pirola,ITA,DF,20-267,2002,4.4,148,190,77.9,2631,862,64,73,87.7,70,82,85.4,12,24,50,0,0,0,0,0,12,1,0,5,https://fbref.com/en/players/caec77da/Lorenzo-Pirola
1863,2023,Salernitana,Serie A,Ivan Radovanović,SRB,MF,34-077,1988,6.2,188,228,82.5,3698,1336,69,76,90.8,92,99,92.9,26,46,56.5,0,0,0.1,0,1,18,0,0,14,https://fbref.com/en/players/023937a9/Ivan-Radovanovic
1864,2023,Salernitana,Serie A,Franck Ribéry,FRA,MF,39-221,1983,0.4,19,22,86.4,235,19,11,12,91.7,7,8,87.5,0,0,NA,0,0,0,0,0,2,0,0,1,https://fbref.com/en/players/f61c7c4e/Franck-Ribery
1865,2023,Salernitana,Serie A,Junior Sambia,FRA,"DF,MF",26-068,1996,0.6,25,28,89.3,392,104,14,16,87.5,8,8,100,2,3,66.7,0,0,0,0,0,2,1,0,2,https://fbref.com/en/players/24eb7ed6/Junior-Sambia
1866,2023,Salernitana,Serie A,Luigi Sepe,ITA,GK,31-190,1991,15,373,552,67.6,9975,7473,66,66,100,188,189,99.5,117,291,40.2,0,0,0,0,0,6,0,0,0,https://fbref.com/en/players/343f753a/Luigi-Sepe
1867,2023,Salernitana,Serie A,Diego Valencia,CHI,"MF,FW",22-304,2000,1.6,33,45,73.3,514,123,21,26,80.8,6,10,60,4,4,100,0,0.1,0,-0.1,2,1,1,1,0,https://fbref.com/en/players/71005acd/Diego-Valencia
1868,2023,Salernitana,Serie A,Tonny Vilhena,NED,MF,27-315,1995,11,307,401,76.6,4754,1426,164,186,88.2,108,127,85,20,48,41.7,1,0.8,1,0.2,9,32,5,3,33,https://fbref.com/en/players/c7069d87/Tonny-Vilhena
1869,2023,Sampdoria,Serie A,Bruno Amione,ARG,DF,20-315,2002,4.3,171,234,73.1,2964,1297,74,92,80.4,86,107,80.4,10,23,43.5,0,0,0.2,0,1,4,3,1,12,https://fbref.com/en/players/2df7cc43/Bruno-Amione
1870,2023,Sampdoria,Serie A,Emil Audero,ITA,GK,25-300,1997,15,361,535,67.5,10817,7864,60,60,100,148,149,99.3,153,321,47.7,0,0,0,0,0,10,0,0,0,https://fbref.com/en/players/649b01d8/Emil-Audero
1871,2023,Sampdoria,Serie A,Tommaso Augello,ITA,DF,28-076,1994,12.1,498,681,73.1,8672,3629,231,256,90.2,208,287,72.5,49,93,52.7,2,0.7,1.2,1.3,10,36,18,9,43,https://fbref.com/en/players/3cd3b384/Tommaso-Augello
1872,2023,Sampdoria,Serie A,Bartosz Bereszyński,POL,DF,30-125,1992,12.3,453,621,72.9,6645,3061,280,310,90.3,135,199,67.8,25,70,35.7,0,0.1,0.3,-0.1,2,30,10,3,33,https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski
1873,2023,Sampdoria,Serie A,Francesco Caputo,ITA,FW,35-100,1987,12.2,168,237,70.9,2130,315,96,130,73.8,43,60,71.7,8,10,80,0,0.5,0.6,-0.5,9,11,4,0,8,https://fbref.com/en/players/5bd72174/Francesco-Caputo
1874,2023,Sampdoria,Serie A,Omar Colley,GAM,DF,30-021,1992,12.5,518,602,86,10064,3331,146,166,88,312,339,92,48,79,60.8,0,0,0.1,0,0,36,1,0,28,https://fbref.com/en/players/8b95acda/Omar-Colley
1875,2023,Sampdoria,Serie A,Andrea Conti,ITA,DF,28-257,1994,0.3,6,11,54.5,76,25,5,7,71.4,1,3,33.3,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8fef5412/Andrea-Conti
1876,2023,Sampdoria,Serie A,Manuel De Luca,ITA,FW,24-120,1998,0.4,5,7,71.4,66,1,3,4,75,2,3,66.7,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/60e3603d/Manuel-De-Luca
1877,2023,Sampdoria,Serie A,Fabio Depaoli,ITA,"DF,MF",25-204,1997,1.5,74,95,77.9,1373,584,31,36,86.1,31,36,86.1,11,21,52.4,0,0.4,0.3,-0.4,4,6,4,4,5,https://fbref.com/en/players/d97f2e8d/Fabio-Depaoli
1878,2023,Sampdoria,Serie A,Alex Ferrari,ITA,DF,28-136,1994,9.6,384,456,84.2,7605,2387,114,126,90.5,220,242,90.9,41,67,61.2,0,0.4,0.6,-0.4,3,17,1,0,16,https://fbref.com/en/players/d0dbca9f/Alex-Ferrari
1879,2023,Sampdoria,Serie A,Manolo Gabbiadini,ITA,"MF,FW",30-353,1991,6.4,116,186,62.4,1615,456,72,95,75.8,30,49,61.2,6,20,30,1,1.2,1.4,-0.2,5,10,7,0,13,https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini
1880,2023,Sampdoria,Serie A,Mehdi Léris,FRA,"MF,DF",24-175,1998,9.4,220,331,66.5,3331,1044,132,157,84.1,60,104,57.7,18,33,54.5,1,0.5,0.4,0.5,5,16,7,1,21,https://fbref.com/en/players/7d3cbc67/Mehdi-Leris
1881,2023,Sampdoria,Serie A,Daniele Montevago,ITA,FW,19-241,2003,2.3,20,33,60.6,198,22,12,17,70.6,3,6,50,0,2,0,0,0.2,0.3,-0.2,4,1,0,0,0,https://fbref.com/en/players/ca73910d/Daniele-Montevago
1882,2023,Sampdoria,Serie A,Jeison Murillo,COL,DF,30-171,1992,7.1,282,347,81.3,5947,2203,79,88,89.8,160,181,88.4,42,70,60,0,0,0.1,0,1,25,1,0,27,https://fbref.com/en/players/b233e8e4/Jeison-Murillo
1883,2023,Sampdoria,Serie A,Nicola Murru,ITA,DF,27-333,1994,1.5,50,70,71.4,868,407,22,25,88,20,27,74.1,5,12,41.7,0,0,0,0,1,8,2,1,5,https://fbref.com/en/players/d183e9d6/Nicola-Murru
1884,2023,Sampdoria,Serie A,Ignacio Pussetto,ARG,"MF,DF",26-328,1995,1.7,34,56,60.7,404,91,25,32,78.1,7,12,58.3,0,4,0,0,0.2,0.1,-0.2,2,2,0,0,0,https://fbref.com/en/players/62437b4f/Ignacio-Pussetto
1885,2023,Sampdoria,Serie A,Fabio Quagliarella,ITA,FW,39-287,1983,3.6,66,99,66.7,1039,281,32,37,86.5,21,31,67.7,6,15,40,0,0.2,0.4,-0.2,2,8,4,0,7,https://fbref.com/en/players/ee4f2f3b/Fabio-Quagliarella
1886,2023,Sampdoria,Serie A,Tomás Rincón,VEN,MF,34-305,1988,12.1,445,551,80.8,7584,2218,218,248,87.9,170,198,85.9,44,79,55.7,2,1,1.1,1,13,67,14,3,50,https://fbref.com/en/players/f1cfc209/Tomas-Rincon
1887,2023,Sampdoria,Serie A,Abdelhamid Sabiri,MAR,"MF,FW",25-351,1996,9.3,248,375,66.1,4500,1351,112,140,80,93,132,70.5,33,72,45.8,0,1.3,1.1,-1.3,11,35,12,0,31,https://fbref.com/en/players/4830e0af/Abdelhamid-Sabiri
1888,2023,Sampdoria,Serie A,Valerio Verre,ITA,MF,28-307,1994,4.8,218,297,73.4,4040,1424,103,119,86.6,77,99,77.8,34,59,57.6,0,0.8,0.6,-0.8,10,27,11,3,29,https://fbref.com/en/players/33ecf462/Valerio-Verre
1889,2023,Sampdoria,Serie A,Ronaldo Vieira,GNB,MF,24-118,1998,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/75e60d75/Ronaldo-Vieira
1890,2023,Sampdoria,Serie A,Gonzalo Villar,ESP,MF,24-236,1998,7.3,308,370,83.2,5262,1321,132,157,84.1,140,159,88.1,27,41,65.9,0,0,0.2,0,0,25,1,0,20,https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar
1891,2023,Sampdoria,Serie A,Gerard Yepes,ESP,MF,20-081,2002,2.2,77,105,73.3,1205,271,43,55,78.2,28,34,82.4,5,10,50,0,0,0,0,1,5,0,0,6,https://fbref.com/en/players/ee9040b4/Gerard-Yepes
1892,2023,Sampdoria,Serie A,Filip Đuričić,SRB,"MF,FW",30-288,1992,11.2,282,372,75.8,4607,1231,146,173,84.4,100,121,82.6,25,39,64.1,0,1.4,1.1,-1.4,21,31,15,3,27,https://fbref.com/en/players/eccbe56a/Filip-Djuricic
1893,2023,Sassuolo,Serie A,Agustín Álvarez Martínez,URU,"FW,MF",21-179,2001,1.9,34,41,82.9,530,91,21,25,84,6,8,75,4,5,80,1,0.3,0.1,0.7,1,2,1,0,3,https://fbref.com/en/players/ab472696/Agustin-Alvarez-Martinez
1894,2023,Sassuolo,Serie A,Janis Antiste,FRA,FW,20-088,2002,0.6,13,18,72.2,159,43,8,11,72.7,4,5,80,0,1,0,0,0,0,0,0,0,0,0,3,https://fbref.com/en/players/38d9ce53/Janis-Antiste
1895,2023,Sassuolo,Serie A,Kaan Ayhan,TUR,DF,28-004,1994,6.1,288,332,86.7,6000,1702,84,87,96.6,154,167,92.2,48,72,66.7,0,0,0,0,0,20,0,0,10,https://fbref.com/en/players/2200181e/Kaan-Ayhan
1896,2023,Sassuolo,Serie A,Domenico Berardi,ITA,FW,28-105,1994,4.3,135,195,69.2,2672,610,60,72,83.3,52,71,73.2,21,43,48.8,0,0.7,0.9,-0.7,10,7,15,2,20,https://fbref.com/en/players/53a0e358/Domenico-Berardi
1897,2023,Sassuolo,Serie A,Emil Ceide,NOR,FW,21-072,2001,2.9,58,78,74.4,863,261,33,40,82.5,20,24,83.3,3,5,60,0,0.7,0.5,-0.7,6,3,7,1,9,https://fbref.com/en/players/98a84572/Emil-Ceide
1898,2023,Sassuolo,Serie A,Andrea Consigli,ITA,GK,35-291,1987,15,550,697,78.9,15936,9685,79,79,100,225,227,99.1,244,388,62.9,0,0,0,0,0,8,0,0,1,https://fbref.com/en/players/8cabdc1e/Andrea-Consigli
1899,2023,Sassuolo,Serie A,Luca D'Andrea,ITA,FW,18-069,2004,3.5,61,84,72.6,896,334,32,42,76.2,24,31,77.4,3,6,50,1,0.8,0.4,0.2,10,6,3,2,8,https://fbref.com/en/players/f778fe3f/Luca-DAndrea
1900,2023,Sassuolo,Serie A,Grégoire Defrel,MTQ,FW,31-150,1991,1.4,17,23,73.9,256,36,8,11,72.7,6,7,85.7,1,2,50,0,0.1,0,-0.1,1,0,0,0,1,https://fbref.com/en/players/854ee61a/Gregoire-Defrel
1901,2023,Sassuolo,Serie A,Martin Erlic,CRO,DF,24-294,1998,9.6,365,412,88.6,7837,2313,105,114,92.1,189,205,92.2,67,85,78.8,0,0,0,0,0,13,0,0,6,https://fbref.com/en/players/0fee6bda/Martin-Erlic
1902,2023,Sassuolo,Serie A,Davide Frattesi,ITA,MF,23-023,1999,13.4,313,411,76.2,5361,1340,150,187,80.2,112,135,83,37,60,61.7,0,0.8,0.8,-0.8,13,34,9,0,41,https://fbref.com/en/players/2a7d27c1/Davide-Frattesi
1903,2023,Sassuolo,Serie A,Abdou Harroui,NED,MF,24-305,1998,3.2,105,133,78.9,1684,410,48,53,90.6,49,56,87.5,6,11,54.5,0,0,0.1,0,1,15,3,1,6,https://fbref.com/en/players/65fd099c/Abdou-Harroui
1904,2023,Sassuolo,Serie A,Matheus Henrique,BRA,MF,24-330,1997,5.4,216,253,85.4,3690,895,94,105,89.5,92,101,91.1,22,30,73.3,0,0.3,0.3,-0.3,8,29,2,0,21,https://fbref.com/en/players/a2d9f138/Matheus-Henrique
1905,2023,Sassuolo,Serie A,Hamed Junior Traorè,CIV,"FW,MF",22-271,2000,2.7,59,85,69.4,856,200,34,42,81,19,23,82.6,3,9,33.3,1,0.2,0.2,0.8,2,0,2,2,3,https://fbref.com/en/players/570bb4b9/Hamed-Junior-Traore
1906,2023,Sassuolo,Serie A,Giorgos Kyriakopoulos,GRE,"FW,DF",26-282,1996,8,286,371,77.1,5204,2032,140,155,90.3,99,120,82.5,42,76,55.3,1,1.4,0.9,-0.4,14,23,14,9,26,https://fbref.com/en/players/0a483542/Giorgos-Kyriakopoulos
1907,2023,Sassuolo,Serie A,Armand Lauriente,FRA,FW,23-345,1998,8.3,207,289,71.6,3228,984,113,128,88.3,69,93,74.2,15,36,41.7,3,3.3,1.8,-0.3,32,11,16,5,24,https://fbref.com/en/players/2d22cea7/Armand-Lauriente
1908,2023,Sassuolo,Serie A,Maxime Lopez,FRA,MF,24-345,1997,12,639,730,87.5,11050,4030,295,320,92.2,260,296,87.8,66,87,75.9,0,1.4,1.1,-1.4,16,89,6,2,68,https://fbref.com/en/players/20094685/Maxime-Lopez
1909,2023,Sassuolo,Serie A,Riccardo Marchizza,ITA,DF,24-233,1998,0.2,5,7,71.4,114,43,1,1,100,2,3,66.7,2,3,66.7,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/91d0fabf/Riccardo-Marchizza
1910,2023,Sassuolo,Serie A,Gian Marco Ferrari,ITA,DF,30-272,1992,14,593,689,86.1,12308,4315,170,185,91.9,327,357,91.6,89,131,67.9,0,0,0.1,0,1,37,2,0,37,https://fbref.com/en/players/8650af85/Gian-Marco-Ferrari
1911,2023,Sassuolo,Serie A,Mert Müldür,TUR,DF,23-225,1999,0.1,1,1,100,11,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/1295552e/Mert-Muldur
1912,2023,Sassuolo,Serie A,Pedro Obiang,EQG,MF,30-232,1992,1.7,58,67,86.6,1041,282,30,33,90.9,21,23,91.3,7,8,87.5,1,0.2,0,0.8,2,2,0,0,3,https://fbref.com/en/players/ba1e04b3/Pedro-Obiang
1913,2023,Sassuolo,Serie A,Andrea Pinamonti,ITA,FW,23-179,1999,12.9,154,247,62.3,1859,298,108,146,74,29,60,48.3,5,12,41.7,0,1,1.2,-1,9,7,11,2,11,https://fbref.com/en/players/08aa9cd1/Andrea-Pinamonti
1914,2023,Sassuolo,Serie A,Giacomo Raspadori,ITA,FW,22-269,2000,0.5,10,12,83.3,207,33,2,2,100,6,7,85.7,1,2,50,0,0,0,0,0,1,0,0,2,https://fbref.com/en/players/6e058f06/Giacomo-Raspadori
1915,2023,Sassuolo,Serie A,Rogério,BRA,DF,24-305,1998,12.8,684,843,81.1,12802,4485,297,318,93.4,280,333,84.1,94,150,62.7,2,0.8,0.8,1.2,8,44,22,10,45,https://fbref.com/en/players/10e7f486/Rogerio
1916,2023,Sassuolo,Serie A,Ruan,BRA,DF,23-160,1999,0.5,11,15,73.3,161,54,9,9,100,1,3,33.3,1,2,50,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/a378a02a/Ruan
1917,2023,Sassuolo,Serie A,Kristian Thorstvedt,NOR,MF,23-246,1999,8.8,233,303,76.9,3369,1069,134,165,81.2,74,93,79.6,12,20,60,1,0.7,0.9,0.3,7,32,5,1,25,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt
1918,2023,Sassuolo,Serie A,Jeremy Toljan,GER,DF,28-098,1994,14.7,642,765,83.9,10809,3912,313,347,90.2,260,297,87.5,60,86,69.8,1,1.7,1,-0.7,15,55,16,5,54,https://fbref.com/en/players/a96e5dc0/Jeremy-Toljan
1919,2023,Schalke 04,Bundesliga,Mehmet-Can Aydin,GER,DF,20-278,2002,2.3,59,91,64.8,1111,303,25,33,75.8,26,38,68.4,7,10,70,0,0.6,0,-0.6,1,4,0,0,3,https://fbref.com/en/players/fe46e261/Mehmet-Can-Aydin
1920,2023,Schalke 04,Bundesliga,Cédric Brunner,SUI,DF,28-270,1994,11.3,330,481,68.6,6144,2623,127,145,87.6,162,222,73,37,94,39.4,0,0.5,1,-0.5,7,21,11,9,24,https://fbref.com/en/players/f0a37d36/Cedric-Brunner
1921,2023,Schalke 04,Bundesliga,Marius Bülter,GER,"FW,MF",29-230,1993,13,225,367,61.3,3420,1115,137,161,85.1,59,104,56.7,17,41,41.5,0,2,1.4,-2,16,21,18,8,29,https://fbref.com/en/players/ab5b7dc1/Marius-Bulter
1922,2023,Schalke 04,Bundesliga,Kerim Calhanoglu,GER,DF,20-080,2002,0.7,30,42,71.4,574,388,14,16,87.5,10,15,66.7,6,8,75,0,0.2,0.2,-0.2,3,0,2,1,2,https://fbref.com/en/players/d1db4b83/Kerim-Calhanoglu
1923,2023,Schalke 04,Bundesliga,Sepp van den Berg,NED,DF,20-329,2001,3.6,127,152,83.6,2537,896,39,41,95.1,71,77,92.2,15,30,50,0,0,0,0,0,5,0,0,4,https://fbref.com/en/players/7bf9400b/Sepp-van-den-Berg
1924,2023,Schalke 04,Bundesliga,Dominick Drexler,GER,"MF,FW",32-172,1990,8.1,161,250,64.4,2485,812,77,114,67.5,52,74,70.3,14,22,63.6,3,1.5,0.9,1.5,10,19,10,3,22,https://fbref.com/en/players/809940aa/Dominick-Drexler
1925,2023,Schalke 04,Bundesliga,Florian Flick,GER,MF,22-197,2000,5.7,129,185,69.7,2170,656,64,82,78,50,63,79.4,11,25,44,0,0,0.1,0,1,13,0,0,8,https://fbref.com/en/players/9642c929/Florian-Flick
1926,2023,Schalke 04,Bundesliga,Leo Greiml,AUT,DF,21-134,2001,2.5,99,123,80.5,2112,676,22,24,91.7,64,72,88.9,12,25,48,0,0,0.1,0,0,4,1,0,5,https://fbref.com/en/players/f9dfb7ae/Leo-Greiml
1927,2023,Schalke 04,Bundesliga,Marcin Kamiński,POL,DF,30-303,1992,1,13,17,76.5,250,121,6,6,100,3,4,75,3,6,50,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/463503e2/Marcin-Kaminski
1928,2023,Schalke 04,Bundesliga,Kenan Karaman,TUR,FW,28-254,1994,4,50,78,64.1,594,183,34,48,70.8,14,21,66.7,0,0,NA,0,0.1,0.3,-0.1,2,4,3,0,7,https://fbref.com/en/players/8f0f2230/Kenan-Karaman
1929,2023,Schalke 04,Bundesliga,Timothée Kolodziejczak,FRA,DF,31-044,1991,0.3,14,17,82.4,289,157,8,8,100,3,5,60,3,4,75,0,0,0,0,0,4,0,0,1,https://fbref.com/en/players/ab096c6f/Timothee-Kolodziejczak
1930,2023,Schalke 04,Bundesliga,Alex Král,CZE,MF,24-179,1998,10,214,311,68.8,3806,1216,85,118,72,98,122,80.3,21,41,51.2,0,0.2,0.2,-0.2,3,24,1,0,20,https://fbref.com/en/players/e717705a/Alex-Kral
1931,2023,Schalke 04,Bundesliga,Tom Krauß,GER,MF,21-145,2001,13.7,282,385,73.2,4306,1454,139,176,79,113,139,81.3,15,31,48.4,0,0.2,0.4,-0.2,2,24,5,0,24,https://fbref.com/en/players/9f77012e/Tom-Krauss
1932,2023,Schalke 04,Bundesliga,Jordan Larsson,SWE,"FW,MF",25-147,1997,3.8,59,81,72.8,763,266,37,42,88.1,14,19,73.7,2,7,28.6,0,0.4,0.5,-0.4,3,3,5,0,8,https://fbref.com/en/players/72984eee/Jordan-Larsson
1933,2023,Schalke 04,Bundesliga,Danny Latza,GER,"MF,FW",32-342,1989,2,64,87,73.6,1088,284,29,34,85.3,28,34,82.4,5,7,71.4,0,0,0,0,0,5,1,1,9,https://fbref.com/en/players/33b554b7/Danny-Latza
1934,2023,Schalke 04,Bundesliga,Henning Matriciani,GER,DF,22-245,2000,7.7,211,292,72.3,4112,1497,71,87,81.6,117,146,80.1,21,47,44.7,0,0.1,0.1,-0.1,1,7,1,1,8,https://fbref.com/en/players/ab3f1bdf/Henning-Matriciani
1935,2023,Schalke 04,Bundesliga,Tobias Mohr,GER,"DF,MF",27-082,1995,7.7,265,434,61.1,5562,2542,94,116,81,113,162,69.8,51,124,41.1,2,0.8,1.3,1.2,15,21,8,3,25,https://fbref.com/en/players/9ec9c8b6/Tobias-Mohr
1936,2023,Schalke 04,Bundesliga,Florent Mollet,FRA,MF,30-360,1991,4.6,113,152,74.3,1664,410,59,71,83.1,39,45,86.7,5,15,33.3,0,0.4,0.5,-0.4,4,12,2,1,8,https://fbref.com/en/players/7e82a78f/Florent-Mollet
1937,2023,Schalke 04,Bundesliga,Thomas Ouwejan,NED,DF,26-045,1996,8.2,260,430,60.5,4998,2694,104,130,80,119,167,71.3,32,101,31.7,1,1.2,1.6,-0.2,16,20,12,5,28,https://fbref.com/en/players/36d9dabe/Thomas-Ouwejan
1938,2023,Schalke 04,Bundesliga,Sebastian Polter,GER,"FW,MF",31-227,1991,5.2,63,116,54.3,830,187,37,59,62.7,19,33,57.6,1,4,25,2,0.4,0.4,1.6,5,3,3,0,3,https://fbref.com/en/players/3745e8bd/Sebastian-Polter
1939,2023,Schalke 04,Bundesliga,Sidi Sané,GER,FW,19-207,2003,0.3,7,7,100,103,6,1,1,100,3,3,100,1,1,100,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/6a52a6c6/Sidi-Sane
1940,2023,Schalke 04,Bundesliga,Alexander Schwolow,GER,GK,30-165,1992,15,347,545,63.7,12172,10008,51,52,98.1,135,137,98.5,159,351,45.3,0,0.1,0.1,-0.1,1,22,1,0,0,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
